logged_at,decision_time,asset,contract_ticker,close_time,spot,floor_strike,offset_pct,tau_minutes,spread,p_market,p_model_15m,raw_edge,side,decision,z_score,bp_5m,body_5m,dir_5m,vol_ratio,vol_ratio_5m,body_15m,bp_15m,dir_15m,upper_wick_15m,lower_wick_15m,atr_ratio_15m,range_ratio_15m,consec_dir_15m,stoch_k_5m,stoch_k_15m,chg_1m,chg_5m,chg_15m,vwap_dist,ema_bias,ema_bias_1h,ema20_dist_1h,ema50_dist_1h,nearest_res_dist_pct,composite_p_up,realized_vol_annual,vol_ratio_1h,bp_1h,chg_1h,dir_1h,consec_dir_1h,stoch_k_1h,stoch_cross_1h,rsi_1h,macd_hist_1h,donchian_breakout_1h,engulfing_1h,bb_pct_1h,mu6h,mu12h,mu24h,regime_z,arima_forecast_1h,stoch_k_4h,rsi_4h,chg_4h,bp_4h,liq_score,liq_bias,oi_chg_pct,ls_long_pct,fear_greed,cg_composite,kelly_fraction,bet_fraction,bet_amount,bankroll,resolved_yes,would_win,would_pnl,spot_at_expiry,price_move_pct,miss_pct,markov_regime_1h,markov_regime_15m,markov_eth_daily,markov_sol_6h,markov_sol_4h,markov_sol_1h,p_up_v2_btc,z_drift_6h,p_gbdt,autocorr1_15,autocorr1_30,hurst_exponent,ou_theta,ou_halflife,ou_mu_distance,kalman_velocity,kalman_residual,kc_pct_1h,kc_bo_1h,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,vwap_hmm_state,p_up_v3,v3_agree,pup_v3_hmm_state,logged_at_p,cg_ts,cg_state,won,be,tedge,week,kc_pct_5m_r,kc_bo_5m_r,donch_brk_5m_r,donch_pos_5m_r,scross_5m_r,kalman_vel_5m_r,kalman_res_5m_r,hurst_5m_r,ou_theta_5m_r,kc_pct_15m_r,kc_bo_15m_r,donch_brk_15m_r,donch_pos_15m_r,scross_15m_r,kalman_vel_15m_r,kalman_res_15m_r,hurst_15m_r,ou_theta_15m_r,arima_15m_r,arima_1h_r,stoch_k_4h_r,rsi_4h_r,garch_r,macro_bull_r,macro_sideways_r,macro_bear_r,ms_state_r,vd_state_r,vw_ts,vwap_state_r,p_up_v3_r
2026-06-12 19:03:38.473989+00:00,2026-06-12T19:03:38.458986+00:00,BTC,KXBTC15M-26JUN121515-15,2026-06-12 19:15:00+00:00,63732.5838,63663.59,0.1084,11.36,0.01,0.735,0.8821,0.1471,yes,trade,-0.8259,0.0,1.0,-1.0,5.199,1.0,0.897,0.0,-1,0.103,0.0,0.003303,0.7724,1.0,30.32,43.67,0.0344,0.0862,-0.1246,-0.0779,-1,,0.1054,,999.0,,0.2821,,0.0875,-0.2652,-1,-2.0,71.23,-1.0,49.99,,,0,0.6096,0.0006467,0.0009462,7.93e-05,0.0178,,,,-0.3117,0.3847,-1.0,-1.0,-0.0887,60.1,13.0,1.0,0.5551,0.0444,44.1,1000.0,1.0,1.0,15.9,63702.94,-0.0465,0.0618,Sideways,Bull,Bear,Sideways,Sideways,Sideways,,0.6213,0.8905,,,,,,,,,0.5178,0.0,26540.84,79861606.96590018,1.0641817708564862,217084748.9652004,,,,,2026-06-12 19:03:38.473989+00:00,2026-06-12 19:00:00+00:00,3,True,0.735,0.265,2026-06-06/2026-06-12,0.326994678167904,0,0,0.24072124845543935,0,0.0009166224172344345,0.0002558814832986237,0.5437482196512315,1.9151574889451959,0.31061623264282406,0,0,0.3326575905767557,0,0.00018327249726102094,0.00038738491255882945,0.7641197834914973,1.494485255653621,0.000508328714498807,-6.49107092711719e-05,92.12488329800918,59.51157226267982,0.9127432334167157,0.0013438421367349815,8.176057253580254e-05,0.9985743972907267,6,3,2026-06-12 19:03:36+00:00,5.0,0.5094091017645781
2026-06-13 03:03:40.073682+00:00,2026-06-13T03:03:40.062463+00:00,BTC,KXBTC15M-26JUN122315-15,2026-06-13 03:15:00+00:00,63647.9238,63622.5,0.04,11.34,0.01,0.735,0.8026,0.0676,yes,trade,-0.193,1.0,1.0,1.0,0.112,1.0,0.191,0.809,-1,0.0,0.809,0.001439,2.3513,-5.0,46.56,43.41,0.0,-0.0146,0.0483,-0.0451,1,,-0.0018,,999.0,,0.4458,,0.4918,-0.2821,-1,-1.0,45.24,0.0,53.56,,,0,0.5097,0.0004907,-0.000415,-4.88e-05,0.0046,,,,-0.0389,0.6302,0.0,0.2308,0.0318,61.23,14.0,1.0,0.2552,0.0204,20.58,1000.0,1.0,1.0,7.42,63654.81,0.0108,0.0508,Bull,Sideways,Bear,Sideways,Sideways,Sideways,,1.0965,0.7611,,,,,,,,,0.5157,0.0,-345590.5,-31269669.66200006,0.9532967923174408,60345713.80700004,,,,,2026-06-13 03:03:40.073682+00:00,2026-06-13 03:00:00+00:00,3,True,0.735,0.265,2026-06-13/2026-06-19,0.3965235131657829,0,0,0.4340938396358027,0,-0.0006339950967922917,-8.723317608871212e-05,0.6566752503121647,3.6140443810732577,0.5803771539323591,0,0,0.6495970886405004,1,0.0008046749608952035,0.00011221611535486503,0.5807607971280182,3.449494934695368,0.00028906590841787003,-7.845784109955224e-05,90.30499595138114,58.46027403576822,0.761280783972522,0.001997279247971457,9.591732304683986e-05,0.9979068034289789,2,3,2026-06-13 02:53:30+00:00,3.0,0.49848072674661165
2026-06-13 04:19:29.934384+00:00,2026-06-13T04:19:29.918337+00:00,BTC,KXBTC15M-26JUN130030-30,2026-06-13 04:30:00+00:00,63507.7637,63485.34,0.0353,10.5,0.01,0.715,0.8452,0.1302,yes,trade,-0.4409,0.5,0.0,0.0,0.0,1.0,1.0,0.0,-1,0.0,0.0,0.00148,0.6121,1.0,39.65,25.21,0.0,0.0807,0.013,0.0394,1,,-0.1549,,0.1312,,0.1792,,0.3942,-0.1305,-1,-2.0,30.11,0.0,56.22,,,0,0.4006,0.0001442,-2.1e-06,-0.0002151,-0.0657,,50.0,50.0,-0.027,0.2676,0.0,0.0,-0.0209,61.3,14.0,1.0,0.4568,0.0365,18.59,1000.0,1.0,1.0,7.41,63555.73,0.0755,0.1109,Sideways,Sideways,Bear,Sideways,Bull,Sideways,,1.0099,0.8224,,,,,,,,,0.4218,0.0,-346008.8,62776314.137600005,1.1870220506412612,43260420.97869986,,,,,2026-06-13 04:19:29.934384+00:00,2026-06-13 04:00:00+00:00,3,True,0.715,0.285,2026-06-13/2026-06-19,0.6586924154627972,0,0,0.3031968232321095,1,0.0005872970857932109,1.1433034834833298e-05,0.5478015118132833,5.177471811632101,0.39606338862939444,0,0,0.28496821608338085,1,0.0006399821587131989,9.117999595914723e-05,0.6643341661527082,1.1165445735460982,0.00022426729026608675,-2.123585490042764e-05,79.54266780235271,58.47219923413047,0.7411655118315633,0.001657385171380876,0.00011105318470104747,0.9982315616439178,2,3,2026-06-13 04:09:24+00:00,5.0,0.5252455750703101
2026-06-13 04:34:40.073012+00:00,2026-06-13T04:34:40.060029+00:00,BTC,KXBTC15M-26JUN130045-45,2026-06-13 04:45:00+00:00,63551.9587,63513.59,0.0604,10.34,0.01,0.825,0.9381,0.1131,yes,trade,-1.3106,1.0,1.0,1.0,0.004,1.0,0.7163,0.7163,1,0.2837,0.0,0.001489,0.5918,0.0,80.66,25.66,0.0,0.0,0.0029,0.0481,1,,-0.1549,,0.1283,,0.1039,,0.3942,-0.1305,-1,-2.0,30.11,0.0,56.22,,,0,0.4006,0.0001442,-2.1e-06,-0.0002151,-0.0657,,50.0,50.0,-0.027,0.2676,-1.0,-1.0,-0.0118,61.33,14.0,1.0,0.6462,0.0517,25.57,1000.0,1.0,1.0,5.42,63619.5,0.1063,0.1668,Sideways,Sideways,Bear,Sideways,Bull,Sideways,,0.966,0.9266,,,,,,,,,0.4218,0.0,-346008.8,62776314.137600005,1.1870220506412612,43260420.97869986,,,,,2026-06-13 04:34:40.073012+00:00,2026-06-13 04:00:00+00:00,3,True,0.825,0.175,2026-06-13/2026-06-19,0.7498727876624178,0,0,0.3699574295560489,0,0.00015391619148685625,1.645163053715223e-05,0.5496323970249829,4.593123075335776,0.5962133423197361,0,0,0.3577274282255649,0,0.00037505615541005654,-1.8784434624663504e-05,0.6556646208737404,1.1832052529065453,3.9946621560748414e-05,-2.123585490042764e-05,79.54266780235271,58.47219923413047,0.7411655118315633,0.001657385171380876,0.00011105318470104747,0.9982315616439178,2,3,2026-06-13 04:24:30+00:00,5.0,0.5252455750703101
2026-06-13 04:49:48.747461+00:00,2026-06-13T04:49:48.732034+00:00,BTC,KXBTC15M-26JUN130100-00,2026-06-13 05:00:00+00:00,63608.1063,63592.08,0.0252,10.19,0.02,0.69,0.8359,0.1459,yes,trade,-0.4473,0.4613,0.1555,-1.0,6.304,1.0,0.888,0.888,1,0.112,0.0,0.001479,0.7001,3.0,94.32,47.71,0.0,0.0491,0.1153,0.1458,1,,-0.0517,,999.0,,0.1279,,0.3942,-0.1305,-1,-2.0,30.11,,56.22,,,0,0.4134,0.0001442,-2.1e-06,0.0001122,-0.048,,,,-0.027,0.2676,-1.0,-0.8462,-0.0149,61.36,14.0,1.0,0.4706,0.0376,37.95,1000.0,0.0,0.0,-37.95,63560.77,-0.0744,-0.0492,Sideways,Sideways,Bear,Sideways,Bull,Sideways,,0.9928,0.8421,,,,,,,,,0.4325,0.0,-140347.49,62776314.137600005,1.1870220506412612,43260420.97869986,,,,,2026-06-13 04:49:48.747461+00:00,2026-06-13 04:00:00+00:00,3,False,0.69,-0.69,2026-06-13/2026-06-19,1.231096894386146,1,0,0.7182084079102645,0,5.10840381791176e-05,-9.851161438466827e-06,0.6517330680338213,3.5769245816921917,0.41128032641472273,0,0,0.2170206047209153,-1,-0.0008576396564517004,-8.574088177485859e-05,0.6765288054813626,1.1867712750858537,-8.445904075450905e-05,-2.123585490042764e-05,79.54266780235271,58.47219923413047,0.7411655118315633,0.001657385171380876,0.00011105318470104747,0.9982315616439178,2,3,2026-06-13 04:49:48+00:00,5.0,0.5252455750703101
2026-06-15 07:18:20.531276+00:00,2026-06-15T07:18:20.526160+00:00,BTC,KXBTC15M-26JUN150330-30,2026-06-15 07:30:00+00:00,65845.2413,65796.22,0.0745,11.66,0.01,0.765,0.8335,0.0685,yes,trade,-0.8359,0.5,0.0,0.0,0.0,1.0,0.5161,1.0,1,0.0,0.4839,0.001643,0.4232,1.0,46.42,65.08,0.0,0.0874,0.1459,-0.0007,1,,1.2461,,999.0,,0.1892,,0.3346,-0.0436,-1,-1.0,94.08,0.0,76.88,,,0,0.7586,0.0005505,0.0026255,0.0017986,0.2656,,,,0.218,0.867,-1.0,-0.981,-0.0646,57.0,50.0,0.0,0.2917,0.0233,22.95,1000.0,1.0,1.0,7.05,65962.02,0.1774,0.252,Bull,Sideways,Bear,Bull,Bull,Bull,,0.7286,0.8905,,,,,,,,,0.8383,0.0,37495.03,-85016680.46850002,0.907174976785055,893852129.9329003,,,,,2026-06-15 07:18:20.531276+00:00,2026-06-15 07:00:00+00:00,3,True,0.765,0.235,2026-06-13/2026-06-19,0.7606877057209176,0,0,0.5700064921012871,0,0.0004976142970541461,1.932700737405349e-05,0.4624844592854127,2.223980852782201,0.8246295686364332,0,0,0.9347521503946197,1,0.0012365216304148713,0.00045883914956451827,0.8118808958556614,2.681001230544858,0.00048084693450736304,0.000511170596495828,88.99483953030753,70.01820726635012,0.8877609492960647,3.5271945061159465e-05,0.00016751642484839034,0.9997972116300943,3,1,2026-06-15 07:18:18+00:00,1.0,0.5469432664696589
2026-06-15 08:34:17.950436+00:00,2026-06-15T08:34:17.946236+00:00,BTC,KXBTC15M-26JUN150445-45,2026-06-15 08:45:00+00:00,65670.9987,65634.2,0.0561,10.7,0.01,0.835,0.8772,0.0422,yes,trade,-0.6468,0.3022,0.6978,-1.0,0.569,1.0,0.7244,0.2756,-1,0.0,0.2756,0.001905,0.5309,1.0,27.96,27.96,0.0305,0.0792,0.0148,-0.1063,-1,,0.833,,999.0,,0.192,,0.0,-0.2014,-1,-2.0,84.69,-1.0,77.77,,,0,0.6791,0.000389,0.0023709,0.0015544,0.1305,,50.0,50.0,-0.3754,0.0237,-1.0,-1.0,-0.1361,57.12,50.0,0.0,0.256,0.0205,20.88,1000.0,1.0,1.0,4.13,65760.22,0.1359,0.192,Bull,Sideways,Bear,Bull,Bull,Bull,,0.6903,0.8946,,,,,,,,,0.6235,0.0,-20818.01,364629407.3722999,1.2551231657572324,307968440.00170004,,,,,2026-06-15 08:34:17.950436+00:00,2026-06-15 08:00:00+00:00,3,True,0.835,0.165,2026-06-13/2026-06-19,0.5237159115109287,0,0,0.2795637973385339,1,0.0006763887830465466,5.0357103684713815e-05,0.5593655584389952,4.09157520431168,0.514176317943685,0,0,0.37117715334577395,1,0.0007230235386914825,0.00025971802710536974,0.6172508996920625,2.8369650035969904,-0.00020132438092647806,0.00031067998623205285,89.59917300253424,70.46664076458558,0.8624737728936437,3.374747196433524e-05,0.00015784007405359317,0.9998084124539882,3,1,2026-06-15 08:24:12+00:00,3.0,0.525298752810363
2026-06-16 23:01:50.013267+00:00,2026-06-16T23:01:50.003988+00:00,BTC,KXBTC15M-26JUN161915-15,2026-06-16 23:15:00+00:00,65759.9287,65718.89,0.0624,13.17,0.01,0.695,0.8487,0.1537,yes,trade,-0.5747,0.5,0.0,0.0,0.0,1.0,0.5914,1.0,1,0.0,0.4086,0.001719,0.4186,2.0,81.22,72.65,0.085,0.1437,0.1864,0.1008,1,,-0.4879,,0.381,,0.217,,0.2713,-0.0466,-1,-2.0,21.93,-1.0,26.28,,,0,0.2612,-5.01e-05,-0.0009901,-0.000679,-0.1605,,,,-0.3219,0.1602,-1.0,-1.0,-0.0026,58.81,50.0,0.0,0.504,0.0403,20.15,1000.0,0.0,0.0,-20.15,65772.06,0.0184,0.0809,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.0816,0.8401,,,,,,,,,0.361,0.0,-66633.46,23616562.240800023,1.039302723990064,-65184554.1528002,,,,,2026-06-16 23:01:50.013267+00:00,2026-06-16 23:00:00+00:00,3,False,0.695,-0.695,2026-06-13/2026-06-19,0.8558113240960871,0,0,0.6830206830207022,0,0.0004781536002710821,2.37734859674651e-05,0.5386649847740106,2.2093597619787166,0.46530053714057173,0,0,0.3448553882046146,0,0.00013583059230744336,-6.226929415688851e-05,0.689404792206158,2.2247338397329046,7.550714114234493e-05,0.0004122186663462803,53.820700380140586,47.94048760585797,0.6470723062025976,0.00036042113529064846,6.38751530160655e-05,0.9995757037117017,7,3,2026-06-16 23:01:48+00:00,7.0,0.5375572136409049
2026-06-28 03:03:39.665264+00:00,2026-06-28T03:03:39.651562+00:00,BTC,KXBTC15M-26JUN272315-15,2026-06-28T03:15:00Z,60121.5062,60084.65,0.0613,11.34,0.01,0.765,0.884,0.119,yes,trade,-0.6491,0.0,0.2911,-1.0,0.683,1.0,0.3699,0.6007,1,0.3993,0.2309,0.001608,0.5726,3.0,44.73,54.03,0.0,-0.0045,0.0859,-0.0484,1,-1.0,-0.1838,0.2806,0.1519,,0.2034,1.0,0.3792,-0.1005,-1,-1.0,28.2,-1.0,42.79,-71.057517,0.0,0,0.2372,-0.0002566,-0.0006505,-0.0001031,-0.1019,,,,-0.2368,0.2686,-2.0,-1.0,0.0225,67.12,17.0,1.0,0.5062,0.0405,81.09,2000.0,1.0,1.0,24.91,60202.06,0.134,0.1954,Sideways,Sideways,Bear,Sideways,Bull,Bear,,1.3958,0.8568,-0.0812,-0.2276,0.8637,1.7243,0.402,-0.2624,-0.0002,-0.0007,0.3939,0.0,371383.69,34124098.62,1.036598,-37928711.44,,,,,2026-06-28 03:03:39.665264+00:00,2026-06-28 03:00:00+00:00,3,True,0.765,0.235,2026-06-27/2026-07-03,0.6332988700509157,0,0,0.47466775862712013,0,-3.075086089677332e-06,1.275238169319489e-05,0.6180911252453073,1.8325410967577227,0.7295002894244731,0,0,0.8508270004470299,0,0.0007200240170725574,2.4102353413809306e-05,0.6835084894532639,2.7190406377980976,-0.00012192708508607218,-0.00042070703303470874,54.68819195619783,46.30200839263257,0.7589998339237568,0.999981600334191,7.02231013114223e-07,1.7697434790176207e-05,2,0,2026-06-28 02:53:30+00:00,7.0,0.5180133820590868
2026-06-28 09:34:08.297066+00:00,2026-06-28T09:34:08.281989+00:00,BTC,KXBTC15M-26JUN280545-45,2026-06-28T09:45:00Z,60276.9863,60243.95,0.0548,10.87,0.01,0.785,0.8604,0.0754,yes,trade,-0.3914,0.0,0.5089,-1.0,0.641,1.0,1.0,0.0,-1,0.0,0.0,0.001639,0.8373,1.0,50.07,75.29,0.0493,0.0294,-0.1078,-0.0698,-1,1.0,0.3258,0.3397,999.0,,0.308,1.0,0.7446,0.3204,1,3.0,79.39,0.0,46.57,-7.172204,0.0,0,0.6131,0.0007379,0.0002406,-1.51e-05,0.2432,,,,0.0603,0.9296,0.0,0.9873,0.0284,66.97,17.0,1.0,0.3507,0.0281,55.73,2000.0,1.0,1.0,15.26,60394.92,0.1957,0.2506,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.9588,0.8905,0.0091,-0.3294,0.631,1.1449,0.6054,0.893,0.0015,-0.0001,0.7973,0.0,-196150.63,46784601.36,1.050289,149304887.73,,,,,2026-06-28 09:34:08.297066+00:00,2026-06-28 09:00:00+00:00,3,True,0.785,0.2149999999999999,2026-06-27/2026-07-03,0.4459057499103521,0,0,0.5006998308741994,1,0.0003896717392436968,4.892396589922462e-06,0.6402637335981523,1.2952779671137142,0.7449489874213276,0,0,0.7764290774344718,0,0.0005474558749332063,0.00015682815749822358,0.5752967179523082,2.7559542543059394,0.0001926322876963442,1.4798013715367061e-05,62.46963780077027,48.71344748351236,0.7232836579689954,0.9999304545226506,1.1947268421718356e-06,6.835075048250017e-05,2,0,2026-06-28 09:34:06+00:00,2.0,0.5768490305281646
2026-06-28 10:50:11.581307+00:00,2026-06-28T10:50:11.569558+00:00,BTC,KXBTC15M-26JUN280700-00,2026-06-28T11:00:00Z,60066.3212,60043.53,0.038,9.81,0.01,0.705,0.8372,0.1322,yes,trade,-0.4048,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.001586,0.4224,0.0,12.59,9.04,0.0,0.0,0.067,-0.2576,-1,1.0,0.0739,0.2024,0.2027,,0.217,1.0,0.0,-0.0238,-1,-1.0,67.48,0.0,53.75,-4.83814,0.0,0,0.4799,0.0003209,0.0001323,-9.29e-05,0.0647,,,,0.0603,0.9296,-2.0,-1.0,-0.0213,66.74,17.0,1.0,0.448,0.0358,71.91,2000.0,1.0,1.0,30.09,60194.16,0.2128,0.2509,Sideways,Sideways,Bear,Bull,Bull,Bear,,1.7362,0.7765,-0.0548,-0.4583,0.5893,0.8178,0.8476,-0.6669,-0.0015,-0.0018,0.5844,0.0,76.5,46784601.36,1.050289,149304887.73,,,,,2026-06-28 10:50:11.581307+00:00,2026-06-28 10:00:00+00:00,3,True,0.705,0.295,2026-06-27/2026-07-03,0.7634967387916609,0,0,0.3512557481429201,0,0.0006812743241271545,6.164492896376531e-05,0.5484463712192341,1.5866443792592655,0.4434964339115931,0,0,0.529176589449381,1,0.001019836820829291,-2.441411842203059e-05,0.48363343427862393,3.813043222405101,-2.8603753025356314e-05,-0.00011021920156876515,56.59916529114175,46.85438547628803,0.7190394712733603,0.9999423332056478,8.670550268655394e-07,5.679973935237816e-05,2,0,2026-06-28 10:40:00+00:00,1.0,0.4825653076512158
2026-06-28 12:06:22.538927+00:00,2026-06-28T12:06:22.534148+00:00,BTC,KXBTC15M-26JUN280815-15,2026-06-28T12:15:00Z,60288.3513,60253.82,0.0573,8.63,0.01,0.805,0.881,0.076,yes,trade,-0.4901,1.0,1.0,1.0,0.453,1.0,0.421,1.0,1,0.0,0.579,0.00195,1.0503,-1.0,98.92,76.78,0.0,0.0457,0.116,0.2094,1,1.0,0.1993,0.4074,999.0,,0.2885,1.0,1.0,0.3059,1,1.0,78.55,1.0,55.91,2.018192,0.0,1,0.6354,0.0010392,0.0004546,-2e-07,0.1398,,50.0,50.0,0.2045,0.6465,-1.0,0.0,-0.0079,66.92,17.0,1.0,0.3899,0.0312,61.99,2000.0,0.0,0.0,-61.99,60342.38,0.0896,0.147,Sideways,Bull,Bear,Bull,Bull,Sideways,,1.8532,0.8905,-0.0556,-0.4613,0.6846,0.7732,0.8965,0.6272,0.001,0.0012,0.6701,0.0,-6797.87,44768197.51,1.049597,56407781.19,,,,,2026-06-28 12:06:22.538927+00:00,2026-06-28 12:00:00+00:00,3,False,0.805,-0.805,2026-06-27/2026-07-03,0.9738444505355887,0,1,1.0,1,0.0003653209177688885,7.277382334275697e-05,0.697712599216639,1.759838200336204,0.6455820504243636,0,0,0.5302557424164225,0,-0.0008961785865041576,-0.00014129893278491288,0.5879628440108094,2.1525471305158272,-8.896781470598756e-05,-0.00014379361886574066,62.06503214031704,48.43528128612133,0.7080023968805855,0.999901039852932,9.247551383887082e-07,9.803539193129365e-05,2,0,2026-06-28 12:01:18+00:00,5.0,0.4807907174812889
2026-06-28 12:52:07.151209+00:00,2026-06-28T12:52:07.137660+00:00,BTC,KXBTC15M-26JUN280900-00,2026-06-28T13:00:00Z,60196.59,60168.18,0.0472,7.88,0.01,0.775,0.851,0.076,yes,trade,-0.3539,0.6329,0.6329,1.0,0.797,1.0,0.5823,0.0,-1,0.4177,0.0,0.001845,2.0361,1.0,24.84,53.09,0.0,0.0451,-0.0566,-0.0191,-1,1.0,0.1993,0.4074,999.0,,0.3444,1.0,1.0,0.3059,1,1.0,78.55,1.0,55.91,2.018192,0.0,1,0.6354,0.0010392,0.0004546,-2e-07,0.1398,,,,0.2045,0.6465,0.0,1.0,-0.0189,66.95,17.0,1.0,0.3378,0.027,54.25,2000.0,1.0,1.0,15.75,60275.62,0.1313,0.1786,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.8559,0.8538,-0.0556,-0.4613,0.6846,0.7732,0.8965,0.6272,0.001,0.0012,0.6701,0.0,-8397.15,44768197.51,1.049597,56407781.19,,,,,2026-06-28 12:52:07.151209+00:00,2026-06-28 12:00:00+00:00,3,True,0.775,0.2249999999999999,2026-06-27/2026-07-03,0.4881395762935896,0,0,0.4225103523182333,0,0.0002785115187822501,-1.9670474770813002e-05,0.6364582795249297,3.000053986993488,0.5240843470018088,0,0,0.45045692345690425,1,0.0010714345293451977,0.00024454369572954977,0.583463811753153,2.0259561879027426,0.00016958319349505042,-0.00014379361886574066,62.06503214031704,48.43528128612133,0.7080023968805855,0.999901039852932,9.247551383887082e-07,9.803539193129365e-05,2,0,2026-06-28 12:52:06+00:00,3.0,0.4807907174812889
2026-06-28 13:32:51.835013+00:00,2026-06-28T13:32:51.830632+00:00,BTC,KXBTC15M-26JUN280945-45,2026-06-28T13:45:00Z,60084.6212,60043.53,0.0684,12.14,0.01,0.675,0.8208,0.1458,yes,trade,-0.3656,0.0176,0.9824,-1.0,0.026,1.0,0.4309,0.0916,-1,0.4775,0.0916,0.002016,0.4652,2.0,37.07,37.07,0.0524,0.0875,0.0783,0.0116,1,1.0,0.0506,0.2798,0.1437,,0.3893,1.0,0.2841,-0.0949,-1,-1.0,66.66,-1.0,51.67,2.014009,0.0,0,0.5786,0.0007526,0.0001262,-9.73e-05,0.0344,,,,0.2045,0.6465,0.0,1.0,0.0737,66.99,17.0,1.0,0.4486,0.0359,71.55,2000.0,1.0,1.0,34.45,60118.3,0.0561,0.1245,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.697,0.8401,-0.1102,-0.5075,0.6702,0.8754,0.7918,-0.465,-0.0006,-0.0009,0.5385,0.0,42288.19,44768197.51,1.049597,56407781.19,,,,,2026-06-28 13:32:51.835013+00:00,2026-06-28 13:00:00+00:00,3,True,0.675,0.3249999999999999,2026-06-27/2026-07-03,0.5911901042011426,0,0,0.404881680164233,1,0.0007485021935101466,8.043119702584069e-05,0.46326253690613445,3.150335510799992,0.28765880289191703,0,0,0.2739411088513692,1,0.0005473578639285278,-3.2572402419154016e-05,0.6106190431760086,2.0588764969638733,-7.73558962433837e-05,7.239418908897173e-05,51.254076251056716,45.267791242425325,0.6997695784532982,0.9999901082207532,6.570776132763336e-07,9.234701639829928e-06,2,0,2026-06-28 13:27:42+00:00,3.0,0.5284904116478562
2026-06-28 14:33:43.804496+00:00,2026-06-28T14:33:43.790687+00:00,BTC,KXBTC15M-26JUN281045-45,2026-06-28T14:45:00Z,60100.9262,60070.89,0.05,11.27,0.01,0.585,0.7701,0.1851,yes,trade,-0.3031,0.0,1.0,-1.0,0.057,1.0,0.2469,0.0906,-1,0.6625,0.0906,0.001908,0.6408,-2.0,59.05,33.03,-0.045,-0.0014,0.0096,0.0105,-1,-1.0,-0.2076,-0.2062,0.1643,,0.3561,1.0,0.5091,-0.1639,-1,-2.0,44.71,0.0,52.63,1.74539,0.0,0,0.3247,-0.0002422,-0.0001451,-0.0003231,-0.1356,,,,0.2045,0.6465,-2.0,-1.0,0.0569,66.99,17.0,1.0,0.446,0.0357,71.37,2000.0,0.0,0.0,-71.37,60071.44,-0.0491,0.0009,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.4279,0.7765,-0.0639,-0.3726,0.5803,1.0546,0.6573,-0.8288,-0.0012,-0.0002,0.3492,0.0,33995.6,44768197.51,1.049597,56407781.19,,,,,2026-06-28 14:33:43.804496+00:00,2026-06-28 14:00:00+00:00,3,False,0.585,-0.585,2026-06-27/2026-07-03,0.5272414907374393,0,0,0.5206229554828716,0,3.080165419205833e-05,1.9933592155860777e-05,0.5816234679038329,3.526918107399099,0.2954647132634001,0,0,0.23151887026552473,-1,-0.0004492426045571062,-9.450417728171972e-06,0.5632209979337155,2.500804146866619,3.8722421240080665e-05,-0.00022992398067345627,49.78394191929326,44.86877500481355,0.6961757735709672,0.9999980909510416,2.3033455125194457e-07,1.6787144053826577e-06,2,0,2026-06-28 14:33:42+00:00,3.0,0.5176402959784022
2026-06-29 04:51:53.912452+00:00,2026-06-29T04:51:53.905819+00:00,BTC,KXBTC15M-26JUN290100-00,2026-06-29T05:00:00Z,59739.7038,59716.82,0.0383,8.1,0.01,0.745,0.8315,0.0865,yes,trade,-0.295,0.0,1.0,-1.0,0.146,1.0,0.6299,0.3701,-1,0.0,0.3701,0.004452,0.5325,-2.0,10.96,68.98,0.0,-0.0091,-0.0635,-0.4346,-1,1.0,0.4531,0.0736,999.0,,0.3308,1.0,0.6284,0.4692,1,2.0,87.22,0.0,48.89,38.535509,0.0,0,0.6506,0.0018006,0.0002601,-7.75e-05,0.287,,,,0.7905,0.8722,-1.0,-0.2769,-0.0135,69.27,13.0,1.0,0.3393,0.0271,54.38,2000.0,1.0,1.0,18.61,59794.12,0.0911,0.1294,Sideways,Sideways,Bear,Bull,Bull,Sideways,,0.9303,0.8568,-0.0241,-0.0266,0.7667,3.5813,0.1935,1.8003,0.0017,-0.0,0.7358,0.0,232946.5,197991077.43,1.073405,-161701634.68,,,,,2026-06-29 04:51:53.912452+00:00,2026-06-29 04:00:00+00:00,3,True,0.745,0.255,2026-06-27/2026-07-03,0.18502404646807782,0,0,0.07140219699066526,-1,0.00018237231155954935,2.103103541732586e-05,0.8026029032696805,3.460612833294882,0.4757369238337159,0,0,0.6868588177821181,0,0.00017798064296423426,0.0004173388930697418,0.5324327966017253,1.7685306588733496,0.000247594299084873,0.00022929255430489238,25.5938731110719,44.8764960753448,0.7796866050278503,0.9907249611376728,3.372127190983709e-06,0.009271666735128175,7,4,2026-06-29 04:46:48+00:00,7.0,0.491071957118848
